Date,Year,Month,State_UT,OMC,Fuel_Station_ID,Petrol_Sales_KL,Ethanol_Blended_KL,Blending_Percentage,Feedstock,CO2_Reduction_Tonnes,Import_Savings_INR
2015-02-01,2015,2,Uttar Pradesh,HPCL,FS103476,32956,580.03,1.76,Molasses,1015.05,31901.65
2015-03-01,2015,3,Uttar Pradesh,IOC,FS103477,9528,239.15,2.51,Molasses,418.51,13153.25
2015-04-01,2015,4,Uttar Pradesh,BPCL,FS103478,28511,142.56,0.5,Molasses,249.48,7840.8
2015-05-01,2015,5,Uttar Pradesh,BPCL,FS103479,64503,1083.65,1.68,Molasses,1896.39,59600.75
2015-06-01,2015,6,Uttar Pradesh,HPCL,FS103480,74008,1753.99,2.37,Broken Rice,3069.48,96469.45
2015-07-01,2015,7,Uttar Pradesh,BPCL,FS103481,33912,169.56,0.5,Broken Rice,296.73,9325.8
2015-08-01,2015,8,Uttar Pradesh,BPCL,FS103482,46785,692.42,1.48,Broken Rice,1211.73,38083.1
2015-09-01,2015,9,Uttar Pradesh,IOC,FS103483,70001,1470.02,2.1,Molasses,2572.53,80851.1
2015-10-01,2015,10,Uttar Pradesh,IOC,FS103484,66600,1252.08,1.88,Broken Rice,2191.14,68864.4
2015-11-01,2015,11,Uttar Pradesh,HPCL,FS103485,68062,762.29,1.12,Molasses,1334.01,41925.95
2015-12-01,2015,12,Uttar Pradesh,IOC,FS103486,40556,1155.85,2.85,Molasses,2022.74,63571.75
2016-01-01,2016,1,Uttar Pradesh,BPCL,FS103487,14563,570.87,3.92,Maize,999.02,31397.85
2016-02-01,2016,2,Uttar Pradesh,IOC,FS103488,8184,300.35,3.67,Broken Rice,525.61,16519.25
2016-03-01,2016,3,Uttar Pradesh,IOC,FS103489,28449,1103.82,3.88,Molasses,1931.68,60710.1
2016-04-01,2016,4,Uttar Pradesh,BPCL,FS103490,66209,2899.95,4.38,Maize,5074.91,159497.25
2016-05-01,2016,5,Uttar Pradesh,IOC,FS103491,60185,920.83,1.53,Sugarcane,1611.45,50645.65
2016-06-01,2016,6,Uttar Pradesh,HPCL,FS103492,42810,993.19,2.32,Sugarcane,1738.08,54625.45
2016-07-01,2016,7,Uttar Pradesh,IOC,FS103493,28872,1276.14,4.42,Maize,2233.25,70187.7
2016-08-01,2016,8,Uttar Pradesh,HPCL,FS103494,25167,455.52,1.81,Maize,797.16,25053.6
2016-09-01,2016,9,Uttar Pradesh,IOC,FS103495,66326,2878.55,4.34,Molasses,5037.46,158320.25
2016-10-01,2016,10,Uttar Pradesh,HPCL,FS103496,22618,949.96,4.2,Sugarcane,1662.43,52247.8
2016-11-01,2016,11,Uttar Pradesh,BPCL,FS103497,18027,580.47,3.22,Sugarcane,1015.82,31925.85
2016-12-01,2016,12,Uttar Pradesh,HPCL,FS103498,75158,2510.28,3.34,Sugarcane,4392.99,138065.4
2017-01-01,2017,1,Uttar Pradesh,HPCL,FS103499,26316,1226.33,4.66,Maize,2146.08,67448.15
2017-02-01,2017,2,Uttar Pradesh,BPCL,FS103500,31395,1930.79,6.15,Molasses,3378.88,106193.45
2017-03-01,2017,3,Uttar Pradesh,HPCL,FS103501,31707,551.7,1.74,Sugarcane,965.48,30343.5
2017-04-01,2017,4,Uttar Pradesh,BPCL,FS103502,64416,1442.92,2.24,Maize,2525.11,79360.6
2017-05-01,2017,5,Uttar Pradesh,IOC,FS103503,75009,2692.82,3.59,Broken Rice,4712.44,148105.1
2017-06-01,2017,6,Uttar Pradesh,BPCL,FS103504,27644,821.03,2.97,Sugarcane,1436.8,45156.65
2017-07-01,2017,7,Uttar Pradesh,HPCL,FS103505,22281,577.08,2.59,Molasses,1009.89,31739.4
2017-08-01,2017,8,Uttar Pradesh,BPCL,FS103506,74846,1736.43,2.32,Sugarcane,3038.75,95503.65
2017-09-01,2017,9,Uttar Pradesh,HPCL,FS103507,37312,1361.89,3.65,Maize,2383.31,74903.95
2017-10-01,2017,10,Uttar Pradesh,BPCL,FS103508,51188,1448.62,2.83,Broken Rice,2535.09,79674.1
2017-11-01,2017,11,Uttar Pradesh,IOC,FS103509,53076,2754.64,5.19,Sugarcane,4820.62,151505.2
2017-12-01,2017,12,Uttar Pradesh,HPCL,FS103510,25335,1292.08,5.1,Molasses,2261.14,71064.4
2018-01-01,2018,1,Uttar Pradesh,IOC,FS103511,60158,2628.9,4.37,Maize,4600.57,144589.5
2018-02-01,2018,2,Uttar Pradesh,HPCL,FS103512,66194,1211.35,1.83,Molasses,2119.86,66624.25
2018-03-01,2018,3,Uttar Pradesh,IOC,FS103513,61072,2430.67,3.98,Molasses,4253.67,133686.85
2018-04-01,2018,4,Uttar Pradesh,IOC,FS103514,16043,896.8,5.59,Maize,1569.4,49324.0
2018-05-01,2018,5,Uttar Pradesh,IOC,FS103515,76340,4633.84,6.07,Molasses,8109.22,254861.2
2018-06-01,2018,6,Uttar Pradesh,IOC,FS103516,33909,1814.13,5.35,Sugarcane,3174.73,99777.15
2018-07-01,2018,7,Uttar Pradesh,HPCL,FS103517,62337,367.79,0.59,Broken Rice,643.63,20228.45
2018-08-01,2018,8,Uttar Pradesh,IOC,FS103518,58924,2250.9,3.82,Molasses,3939.08,123799.5
2018-09-01,2018,9,Uttar Pradesh,HPCL,FS103519,73382,4102.05,5.59,Broken Rice,7178.59,225612.75
2018-10-01,2018,10,Uttar Pradesh,IOC,FS103520,52942,3817.12,7.21,Molasses,6679.96,209941.6
2018-11-01,2018,11,Uttar Pradesh,IOC,FS103521,17039,1146.72,6.73,Broken Rice,2006.76,63069.6
2018-12-01,2018,12,Uttar Pradesh,HPCL,FS103522,53959,1980.3,3.67,Maize,3465.53,108916.5
2019-01-01,2019,1,Uttar Pradesh,HPCL,FS103523,50500,2126.05,4.21,Maize,3720.59,116932.75
2019-02-01,2019,2,Uttar Pradesh,IOC,FS103524,13000,395.2,3.04,Maize,691.6,21736.0
2019-03-01,2019,3,Uttar Pradesh,IOC,FS103525,77211,3505.38,4.54,Molasses,6134.41,192795.9
2019-04-01,2019,4,Uttar Pradesh,IOC,FS103526,14472,340.09,2.35,Sugarcane,595.16,18704.95
2019-05-01,2019,5,Uttar Pradesh,IOC,FS103527,35280,3263.4,9.25,Sugarcane,5710.95,179487.0
2019-06-01,2019,6,Uttar Pradesh,BPCL,FS103528,24238,1296.73,5.35,Broken Rice,2269.28,71320.15
2019-07-01,2019,7,Uttar Pradesh,HPCL,FS103529,25153,749.56,2.98,Maize,1311.73,41225.8
2019-08-01,2019,8,Uttar Pradesh,BPCL,FS103530,54429,1785.27,3.28,Sugarcane,3124.22,98189.85
2019-09-01,2019,9,Uttar Pradesh,HPCL,FS103531,36887,1789.02,4.85,Maize,3130.78,98396.1
2019-10-01,2019,10,Uttar Pradesh,IOC,FS103532,69274,5084.71,7.34,Molasses,8898.24,279659.05
2019-11-01,2019,11,Uttar Pradesh,IOC,FS103533,51491,5437.45,10.56,Molasses,9515.54,299059.75
2019-12-01,2019,12,Uttar Pradesh,HPCL,FS103534,12787,616.33,4.82,Molasses,1078.58,33898.15
2020-01-01,2020,1,Uttar Pradesh,HPCL,FS103535,51724,4779.3,9.24,Maize,8363.77,262861.5
2020-02-01,2020,2,Uttar Pradesh,IOC,FS103536,75388,5118.85,6.79,Sugarcane,8957.99,281536.75
2020-03-01,2020,3,Uttar Pradesh,BPCL,FS103537,54627,4960.13,9.08,Broken Rice,8680.23,272807.15
2020-04-01,2020,4,Uttar Pradesh,HPCL,FS103538,57606,2759.33,4.79,Broken Rice,4828.83,151763.15
2020-05-01,2020,5,Uttar Pradesh,BPCL,FS103539,39253,3073.51,7.83,Broken Rice,5378.64,169043.05
2020-06-01,2020,6,Uttar Pradesh,HPCL,FS103540,10665,951.32,8.92,Broken Rice,1664.81,52322.6
2020-07-01,2020,7,Uttar Pradesh,BPCL,FS103541,53897,2991.28,5.55,Maize,5234.74,164520.4
2020-08-01,2020,8,Uttar Pradesh,HPCL,FS103542,69248,4438.8,6.41,Maize,7767.9,244134.0
2020-09-01,2020,9,Uttar Pradesh,BPCL,FS103543,78631,3278.91,4.17,Maize,5738.09,180340.05
2020-10-01,2020,10,Uttar Pradesh,BPCL,FS103544,70072,1401.44,2.0,Molasses,2452.52,77079.2
2020-11-01,2020,11,Uttar Pradesh,HPCL,FS103545,78739,1921.23,2.44,Molasses,3362.15,105667.65
2020-12-01,2020,12,Uttar Pradesh,HPCL,FS103546,8366,470.17,5.62,Broken Rice,822.8,25859.35
2021-01-01,2021,1,Uttar Pradesh,IOC,FS103547,17907,1745.93,9.75,Maize,3055.38,96026.15
2021-02-01,2021,2,Uttar Pradesh,HPCL,FS103548,73499,6137.17,8.35,Maize,10740.05,337544.35
2021-03-01,2021,3,Uttar Pradesh,HPCL,FS103549,15485,799.03,5.16,Maize,1398.3,43946.65
2021-04-01,2021,4,Uttar Pradesh,IOC,FS103550,76748,7390.83,9.63,Sugarcane,12933.95,406495.65
2021-05-01,2021,5,Uttar Pradesh,IOC,FS103551,35799,3762.47,10.51,Molasses,6584.32,206935.85
2021-06-01,2021,6,Uttar Pradesh,HPCL,FS103552,66260,6679.01,10.08,Molasses,11688.27,367345.55
2021-07-01,2021,7,Uttar Pradesh,BPCL,FS103553,32723,3468.64,10.6,Maize,6070.12,190775.2
2021-08-01,2021,8,Uttar Pradesh,HPCL,FS103554,79448,8937.9,11.25,Sugarcane,15641.32,491584.5
2021-09-01,2021,9,Uttar Pradesh,HPCL,FS103555,11936,459.54,3.85,Molasses,804.2,25274.7
2021-10-01,2021,10,Uttar Pradesh,HPCL,FS103556,47097,5114.73,10.86,Molasses,8950.78,281310.15
2021-11-01,2021,11,Uttar Pradesh,IOC,FS103557,52291,4784.63,9.15,Molasses,8373.1,263154.65
2021-12-01,2021,12,Uttar Pradesh,IOC,FS103558,44672,3247.65,7.27,Molasses,5683.39,178620.75
2022-01-01,2022,1,Uttar Pradesh,BPCL,FS103559,42593,3667.26,8.61,Maize,6417.7,201699.3
2022-02-01,2022,2,Uttar Pradesh,HPCL,FS103560,29302,2209.37,7.54,Sugarcane,3866.4,121515.35
2022-03-01,2022,3,Uttar Pradesh,IOC,FS103561,35835,1096.55,3.06,Sugarcane,1918.96,60310.25
2022-04-01,2022,4,Uttar Pradesh,IOC,FS103562,31814,6350.07,19.96,Broken Rice,11112.62,349253.85
2022-05-01,2022,5,Uttar Pradesh,BPCL,FS103563,63831,4519.23,7.08,Broken Rice,7908.65,248557.65
2022-06-01,2022,6,Uttar Pradesh,HPCL,FS103564,9769,676.99,6.93,Maize,1184.73,37234.45
2022-07-01,2022,7,Uttar Pradesh,HPCL,FS103565,70898,7387.57,10.42,Broken Rice,12928.25,406316.35
2022-08-01,2022,8,Uttar Pradesh,HPCL,FS103566,56285,3956.84,7.03,Molasses,6924.47,217626.2
2022-09-01,2022,9,Uttar Pradesh,BPCL,FS103567,27420,3531.7,12.88,Molasses,6180.47,194243.5
2022-10-01,2022,10,Uttar Pradesh,IOC,FS103568,12965,1616.74,12.47,Broken Rice,2829.3,88920.7
2022-11-01,2022,11,Uttar Pradesh,HPCL,FS103569,65277,5548.55,8.5,Sugarcane,9709.96,305170.25
2022-12-01,2022,12,Uttar Pradesh,BPCL,FS103570,64141,5747.03,8.96,Maize,10057.3,316086.65
2023-01-01,2023,1,Uttar Pradesh,HPCL,FS103571,75894,15019.42,19.79,Molasses,26283.99,826068.1
2023-02-01,2023,2,Uttar Pradesh,BPCL,FS103572,40151,6343.86,15.8,Broken Rice,11101.75,348912.3
2023-03-01,2023,3,Uttar Pradesh,HPCL,FS103573,79011,11883.25,15.04,Sugarcane,20795.69,653578.75
2023-04-01,2023,4,Uttar Pradesh,BPCL,FS103574,32395,4943.48,15.26,Maize,8651.09,271891.4
2023-05-01,2023,5,Uttar Pradesh,HPCL,FS103575,8500,1184.9,13.94,Sugarcane,2073.58,65169.5
2023-06-01,2023,6,Uttar Pradesh,BPCL,FS103576,76812,5891.48,7.67,Molasses,10310.09,324031.4
2023-07-01,2023,7,Uttar Pradesh,BPCL,FS103577,14613,1546.06,10.58,Molasses,2705.61,85033.3
2023-08-01,2023,8,Uttar Pradesh,BPCL,FS103578,28547,4670.29,16.36,Molasses,8173.01,256865.95
2023-09-01,2023,9,Uttar Pradesh,BPCL,FS103579,13769,2032.3,14.76,Sugarcane,3556.53,111776.5
2023-10-01,2023,10,Uttar Pradesh,IOC,FS103580,41434,4404.43,10.63,Molasses,7707.75,242243.65
2023-11-01,2023,11,Uttar Pradesh,HPCL,FS103581,75770,9031.78,11.92,Sugarcane,15805.62,496747.9
2023-12-01,2023,12,Uttar Pradesh,IOC,FS103582,31088,836.27,2.69,Molasses,1463.47,45994.85
2024-01-01,2024,1,Uttar Pradesh,IOC,FS103583,67998,14619.57,21.5,Maize,25584.25,804076.35
2024-02-01,2024,2,Uttar Pradesh,HPCL,FS103584,45739,4532.73,9.91,Sugarcane,7932.28,249300.15
2024-03-01,2024,3,Uttar Pradesh,BPCL,FS103585,25352,4540.54,17.91,Maize,7945.94,249729.7
2024-04-01,2024,4,Uttar Pradesh,IOC,FS103586,66620,4050.5,6.08,Molasses,7088.38,222777.5
2024-05-01,2024,5,Uttar Pradesh,HPCL,FS103587,65114,9382.93,14.41,Molasses,16420.13,516061.15
2024-06-01,2024,6,Uttar Pradesh,BPCL,FS103588,73282,13461.9,18.37,Sugarcane,23558.33,740404.5
2024-07-01,2024,7,Uttar Pradesh,IOC,FS103589,18246,2811.71,15.41,Sugarcane,4920.49,154644.05
2024-08-01,2024,8,Uttar Pradesh,HPCL,FS103590,22860,4745.74,20.76,Sugarcane,8305.05,261015.7
2024-09-01,2024,9,Uttar Pradesh,BPCL,FS103591,41542,7689.42,18.51,Molasses,13456.49,422918.1
2024-10-01,2024,10,Uttar Pradesh,BPCL,FS103592,48565,7755.83,15.97,Molasses,13572.7,426570.65
2024-11-01,2024,11,Uttar Pradesh,HPCL,FS103593,46233,8067.66,17.45,Broken Rice,14118.4,443721.3
2024-12-01,2024,12,Uttar Pradesh,HPCL,FS103594,9505,1437.16,15.12,Molasses,2515.03,79043.8
2025-01-01,2025,1,Uttar Pradesh,IOC,FS103595,9010,1937.15,21.5,Broken Rice,3390.01,106543.25
2025-02-01,2025,2,Uttar Pradesh,IOC,FS103596,72512,15590.08,21.5,Broken Rice,27282.64,857454.4
2025-03-01,2025,3,Uttar Pradesh,HPCL,FS103597,52138,8884.32,17.04,Sugarcane,15547.56,488637.6
2025-04-01,2025,4,Uttar Pradesh,IOC,FS103598,66228,11609.77,17.53,Maize,20317.1,638537.35
2025-05-01,2025,5,Uttar Pradesh,IOC,FS103599,46090,9909.35,21.5,Molasses,17341.36,545014.25
2025-06-01,2025,6,Uttar Pradesh,BPCL,FS103600,12721,2735.01,21.5,Broken Rice,4786.27,150425.55
2025-07-01,2025,7,Uttar Pradesh,HPCL,FS103601,50967,6584.94,12.92,Sugarcane,11523.64,362171.7
2025-08-01,2025,8,Uttar Pradesh,IOC,FS103602,58155,12503.32,21.5,Molasses,21880.81,687682.6
2025-09-01,2025,9,Uttar Pradesh,HPCL,FS103603,45078,9024.62,20.02,Maize,15793.09,496354.1
2025-10-01,2025,10,Uttar Pradesh,BPCL,FS103604,71327,6540.69,9.17,Broken Rice,11446.21,359737.95
2025-11-01,2025,11,Uttar Pradesh,HPCL,FS103605,11970,2573.55,21.5,Broken Rice,4503.71,141545.25
2025-12-01,2025,12,Uttar Pradesh,BPCL,FS103606,13950,1644.7,11.79,Molasses,2878.22,90458.5
2026-01-01,2026,1,Uttar Pradesh,HPCL,FS103607,61009,13116.93,21.5,Molasses,22954.63,721431.15
2026-02-01,2026,2,Uttar Pradesh,HPCL,FS103608,39533,8499.59,21.5,Broken Rice,14874.28,467477.45
2026-03-01,2026,3,Uttar Pradesh,HPCL,FS103609,30880,6639.2,21.5,Maize,11618.6,365156.0
2026-04-01,2026,4,Uttar Pradesh,BPCL,FS103610,67810,14579.15,21.5,Broken Rice,25513.51,801853.25
2026-05-01,2026,5,Uttar Pradesh,BPCL,FS103611,77192,15893.83,20.59,Broken Rice,27814.2,874160.65
2026-06-01,2026,6,Uttar Pradesh,HPCL,FS103612,40977,8252.77,20.14,Broken Rice,14442.35,453902.35
2026-07-01,2026,7,Uttar Pradesh,BPCL,FS103613,72480,14220.58,19.62,Broken Rice,24886.01,782131.9
2015-01-01,2015,1,Uttarakhand,BPCL,FS103614,74786,1428.41,1.91,Maize,2499.72,78562.55
2015-02-01,2015,2,Uttarakhand,HPCL,FS103615,75699,1143.05,1.51,Molasses,2000.34,62867.75
2015-03-01,2015,3,Uttarakhand,BPCL,FS103616,58665,1959.41,3.34,Maize,3428.97,107767.55
2015-04-01,2015,4,Uttarakhand,IOC,FS103617,27728,427.01,1.54,Broken Rice,747.27,23485.55
2015-05-01,2015,5,Uttarakhand,HPCL,FS103618,10164,265.28,2.61,Maize,464.24,14590.4
2015-06-01,2015,6,Uttarakhand,BPCL,FS103619,26405,261.41,0.99,Sugarcane,457.47,14377.55
2015-07-01,2015,7,Uttarakhand,BPCL,FS103620,77081,901.85,1.17,Broken Rice,1578.24,49601.75
2015-08-01,2015,8,Uttarakhand,HPCL,FS103621,24148,557.82,2.31,Molasses,976.19,30680.1
2015-09-01,2015,9,Uttarakhand,BPCL,FS103622,35041,1142.34,3.26,Molasses,1999.09,62828.7
2015-10-01,2015,10,Uttarakhand,BPCL,FS103623,45204,696.14,1.54,Sugarcane,1218.24,38287.7
2015-11-01,2015,11,Uttarakhand,BPCL,FS103624,69589,1475.29,2.12,Sugarcane,2581.76,81140.95
2015-12-01,2015,12,Uttarakhand,IOC,FS103625,62391,1410.04,2.26,Maize,2467.57,77552.2
2016-01-01,2016,1,Uttarakhand,HPCL,FS103626,78218,3191.29,4.08,Maize,5584.76,175520.95
2016-02-01,2016,2,Uttarakhand,BPCL,FS103627,19154,796.81,4.16,Sugarcane,1394.42,43824.55
2016-03-01,2016,3,Uttarakhand,HPCL,FS103628,66730,1007.62,1.51,Molasses,1763.34,55419.1
2016-04-01,2016,4,Uttarakhand,IOC,FS103629,34292,1172.79,3.42,Broken Rice,2052.38,64503.45
2016-05-01,2016,5,Uttarakhand,BPCL,FS103630,38273,623.85,1.63,Maize,1091.74,34311.75
2016-06-01,2016,6,Uttarakhand,IOC,FS103631,74538,3361.66,4.51,Broken Rice,5882.9,184891.3
2016-07-01,2016,7,Uttarakhand,HPCL,FS103632,49353,1159.8,2.35,Maize,2029.65,63789.0
2016-08-01,2016,8,Uttarakhand,BPCL,FS103633,25044,896.58,3.58,Maize,1569.02,49311.9
2016-09-01,2016,9,Uttarakhand,IOC,FS103634,41087,788.87,1.92,Sugarcane,1380.52,43387.85
2016-10-01,2016,10,Uttarakhand,IOC,FS103635,44368,1379.84,3.11,Molasses,2414.72,75891.2
2016-11-01,2016,11,Uttarakhand,IOC,FS103636,23494,582.65,2.48,Molasses,1019.64,32045.75
2016-12-01,2016,12,Uttarakhand,HPCL,FS103637,33333,1773.32,5.32,Broken Rice,3103.31,97532.6
2017-01-01,2017,1,Uttarakhand,HPCL,FS103638,64561,2537.25,3.93,Molasses,4440.19,139548.75
2017-02-01,2017,2,Uttarakhand,BPCL,FS103639,45664,1438.42,3.15,Maize,2517.24,79113.1
2017-03-01,2017,3,Uttarakhand,HPCL,FS103640,20559,1087.57,5.29,Broken Rice,1903.25,59816.35
2017-04-01,2017,4,Uttarakhand,BPCL,FS103641,29747,975.7,3.28,Sugarcane,1707.48,53663.5
2017-05-01,2017,5,Uttarakhand,IOC,FS103642,56503,1237.42,2.19,Maize,2165.49,68058.1
2017-06-01,2017,6,Uttarakhand,IOC,FS103643,8058,173.25,2.15,Maize,303.19,9528.75
2017-07-01,2017,7,Uttarakhand,IOC,FS103644,35190,1530.76,4.35,Molasses,2678.83,84191.8
2017-08-01,2017,8,Uttarakhand,IOC,FS103645,32660,1156.16,3.54,Molasses,2023.28,63588.8
2017-09-01,2017,9,Uttarakhand,BPCL,FS103646,33666,326.56,0.97,Maize,571.48,17960.8
2017-10-01,2017,10,Uttarakhand,HPCL,FS103647,10076,611.61,6.07,Sugarcane,1070.32,33638.55
2017-11-01,2017,11,Uttarakhand,HPCL,FS103648,23015,1240.51,5.39,Sugarcane,2170.89,68228.05
2017-12-01,2017,12,Uttarakhand,IOC,FS103649,29236,1210.37,4.14,Sugarcane,2118.15,66570.35
2018-01-01,2018,1,Uttarakhand,IOC,FS103650,55728,3003.74,5.39,Broken Rice,5256.55,165205.7
2018-02-01,2018,2,Uttarakhand,HPCL,FS103651,17145,953.26,5.56,Broken Rice,1668.2,52429.3
2018-03-01,2018,3,Uttarakhand,HPCL,FS103652,70126,2952.3,4.21,Broken Rice,5166.53,162376.5
2018-04-01,2018,4,Uttarakhand,BPCL,FS103653,60189,300.94,0.5,Sugarcane,526.64,16551.7
2018-05-01,2018,5,Uttarakhand,IOC,FS103654,71554,3491.84,4.88,Maize,6110.72,192051.2
2018-06-01,2018,6,Uttarakhand,IOC,FS103655,59567,1513.0,2.54,Broken Rice,2647.75,83215.0
2018-07-01,2018,7,Uttarakhand,IOC,FS103656,29387,593.62,2.02,Molasses,1038.84,32649.1
2018-08-01,2018,8,Uttarakhand,IOC,FS103657,79779,4507.51,5.65,Sugarcane,7888.14,247913.05
2018-09-01,2018,9,Uttarakhand,IOC,FS103658,79612,6217.7,7.81,Maize,10880.98,341973.5
2018-10-01,2018,10,Uttarakhand,IOC,FS103659,23303,1743.06,7.48,Maize,3050.36,95868.3
2018-11-01,2018,11,Uttarakhand,BPCL,FS103660,69671,3288.47,4.72,Broken Rice,5754.82,180865.85
2018-12-01,2018,12,Uttarakhand,HPCL,FS103661,56322,2596.44,4.61,Sugarcane,4543.77,142804.2
2019-01-01,2019,1,Uttarakhand,IOC,FS103662,23583,1410.26,5.98,Sugarcane,2467.95,77564.3
2019-02-01,2019,2,Uttarakhand,IOC,FS103663,32853,2818.79,8.58,Molasses,4932.88,155033.45
2019-03-01,2019,3,Uttarakhand,BPCL,FS103664,23064,1902.78,8.25,Maize,3329.86,104652.9
2019-04-01,2019,4,Uttarakhand,IOC,FS103665,52258,5445.28,10.42,Sugarcane,9529.24,299490.4
2019-05-01,2019,5,Uttarakhand,HPCL,FS103666,40046,1778.04,4.44,Molasses,3111.57,97792.2
2019-06-01,2019,6,Uttarakhand,BPCL,FS103667,13397,1085.16,8.1,Sugarcane,1899.03,59683.8
2019-07-01,2019,7,Uttarakhand,BPCL,FS103668,22071,803.38,3.64,Maize,1405.91,44185.9
2019-08-01,2019,8,Uttarakhand,BPCL,FS103669,10118,808.43,7.99,Sugarcane,1414.75,44463.65
2019-09-01,2019,9,Uttarakhand,IOC,FS103670,61121,3612.25,5.91,Broken Rice,6321.44,198673.75
2019-10-01,2019,10,Uttarakhand,HPCL,FS103671,48821,3197.78,6.55,Broken Rice,5596.12,175877.9
2019-11-01,2019,11,Uttarakhand,HPCL,FS103672,52653,3733.1,7.09,Molasses,6532.93,205320.5
2019-12-01,2019,12,Uttarakhand,HPCL,FS103673,40252,2857.89,7.1,Sugarcane,5001.31,157183.95
2020-01-01,2020,1,Uttarakhand,IOC,FS103674,49232,1220.95,2.48,Molasses,2136.66,67152.25
2020-02-01,2020,2,Uttarakhand,HPCL,FS103675,61106,3397.49,5.56,Maize,5945.61,186861.95
2020-03-01,2020,3,Uttarakhand,HPCL,FS103676,28910,2075.74,7.18,Molasses,3632.54,114165.7
2020-04-01,2020,4,Uttarakhand,HPCL,FS103677,53950,3069.76,5.69,Maize,5372.08,168836.8
2020-05-01,2020,5,Uttarakhand,BPCL,FS103678,18051,1305.09,7.23,Broken Rice,2283.91,71779.95
2020-06-01,2020,6,Uttarakhand,IOC,FS103679,11449,688.08,6.01,Sugarcane,1204.14,37844.4
2020-07-01,2020,7,Uttarakhand,BPCL,FS103680,40322,1846.75,4.58,Maize,3231.81,101571.25
2020-08-01,2020,8,Uttarakhand,HPCL,FS103681,42889,574.71,1.34,Sugarcane,1005.74,31609.05
2020-09-01,2020,9,Uttarakhand,IOC,FS103682,23764,1392.57,5.86,Broken Rice,2437.0,76591.35
2020-10-01,2020,10,Uttarakhand,BPCL,FS103683,59030,4096.68,6.94,Maize,7169.19,225317.4
2020-11-01,2020,11,Uttarakhand,BPCL,FS103684,39795,2765.75,6.95,Broken Rice,4840.06,152116.25
2020-12-01,2020,12,Uttarakhand,HPCL,FS103685,69109,2363.53,3.42,Maize,4136.18,129994.15
2021-01-01,2021,1,Uttarakhand,IOC,FS103686,9783,1043.85,10.67,Broken Rice,1826.74,57411.75
2021-02-01,2021,2,Uttarakhand,HPCL,FS103687,25426,2433.27,9.57,Maize,4258.22,133829.85
2021-03-01,2021,3,Uttarakhand,HPCL,FS103688,74770,3349.7,4.48,Sugarcane,5861.97,184233.5
2021-04-01,2021,4,Uttarakhand,IOC,FS103689,42720,4861.54,11.38,Sugarcane,8507.69,267384.7
2021-05-01,2021,5,Uttarakhand,HPCL,FS103690,55969,4942.06,8.83,Molasses,8648.61,271813.3
2021-06-01,2021,6,Uttarakhand,HPCL,FS103691,20197,771.53,3.82,Broken Rice,1350.18,42434.15
2021-07-01,2021,7,Uttarakhand,BPCL,FS103692,58302,7200.3,12.35,Sugarcane,12600.52,396016.5
2021-08-01,2021,8,Uttarakhand,IOC,FS103693,32315,2507.64,7.76,Molasses,4388.37,137920.2
2021-09-01,2021,9,Uttarakhand,HPCL,FS103694,40743,2770.52,6.8,Maize,4848.41,152378.6
2021-10-01,2021,10,Uttarakhand,HPCL,FS103695,18108,2004.56,11.07,Sugarcane,3507.98,110250.8
2021-11-01,2021,11,Uttarakhand,HPCL,FS103696,15160,707.97,4.67,Sugarcane,1238.95,38938.35
2021-12-01,2021,12,Uttarakhand,HPCL,FS103697,19123,1682.82,8.8,Maize,2944.93,92555.1
2022-01-01,2022,1,Uttarakhand,HPCL,FS103698,38881,5260.6,13.53,Maize,9206.05,289333.0
2022-02-01,2022,2,Uttarakhand,BPCL,FS103699,75982,7924.92,10.43,Sugarcane,13868.61,435870.6
2022-03-01,2022,3,Uttarakhand,BPCL,FS103700,21440,1095.58,5.11,Maize,1917.26,60256.9
2022-04-01,2022,4,Uttarakhand,IOC,FS103701,30343,2864.38,9.44,Molasses,5012.66,157540.9
2022-05-01,2022,5,Uttarakhand,IOC,FS103702,46079,3718.58,8.07,Maize,6507.51,204521.9
2022-06-01,2022,6,Uttarakhand,IOC,FS103703,56720,6556.83,11.56,Molasses,11474.45,360625.65
2022-07-01,2022,7,Uttarakhand,IOC,FS103704,34832,3887.25,11.16,Broken Rice,6802.69,213798.75
2022-08-01,2022,8,Uttarakhand,HPCL,FS103705,20864,876.29,4.2,Broken Rice,1533.51,48195.95
2022-09-01,2022,9,Uttarakhand,HPCL,FS103706,64210,3435.24,5.35,Maize,6011.67,188938.2
2022-10-01,2022,10,Uttarakhand,HPCL,FS103707,19844,2149.11,10.83,Maize,3760.94,118201.05
2022-11-01,2022,11,Uttarakhand,HPCL,FS103708,25533,1097.92,4.3,Broken Rice,1921.36,60385.6
2022-12-01,2022,12,Uttarakhand,HPCL,FS103709,18223,2164.89,11.88,Molasses,3788.56,119068.95
2023-01-01,2023,1,Uttarakhand,HPCL,FS103710,56988,10679.55,18.74,Maize,18689.21,587375.25
2023-02-01,2023,2,Uttarakhand,IOC,FS103711,75519,10663.28,14.12,Sugarcane,18660.74,586480.4
2023-03-01,2023,3,Uttarakhand,HPCL,FS103712,48416,5722.77,11.82,Maize,10014.85,314752.35
2023-04-01,2023,4,Uttarakhand,HPCL,FS103713,53693,9664.74,18.0,Maize,16913.29,531560.7
2023-05-01,2023,5,Uttarakhand,HPCL,FS103714,50926,6717.14,13.19,Molasses,11755.0,369442.7
